url,crawled_at,category,product_title,product_id,product_status,manufacturer,brand,origin,specifications_사용부위,specifications_피부타입,specifications_종류,specifications_자외선차단지수,specifications_주요제품특징,specifications_효능,specifications_용량,specifications_성분,price,shipping_info_shipping_method,shipping_info_shipping_period,shipping_info_return_cost,tags,image_urls,promotion_coupon_title,promotion_discount_amount,promotion_min_order_amount,beauty_info_functional_info,beauty_info_caution,specifications_사용시간,specifications_세부제품특징,specifications_제품형태,specifications_용기형태,specifications_구분,specifications_세트수량,specifications_향 유무
https://brand.naver.com/beautyofjoseon/products/10255206486,2025-04-14 12:45:03,beauty,조선미녀 병풀비타세럼 30ml,10255206486,신상품,자체제작,조선미녀,국산,페이스용,모든피부용,세럼,,"촉촉함(수분공급), 트러블케어, 흡수력",,,,17000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240425_232/1714043045308Xhs0A_JPEG/50318040281147616_1691595013.jpeg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,"낮, 밤",,,,,,
https://brand.naver.com/beautyofjoseon/products/10255362323,2025-04-14 12:45:15,beauty,조선미녀 청매실 AHA BHA 토너 150ml,10255362323,신상품,자체제작,조선미녀,국산,페이스용,모든피부용,,,"촉촉함(수분공급), 트러블케어, 저자극",,,,18000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240902_149/1725244606748fznlM_JPEG/51583554709990966_1287653828.jpg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,"낮, 밤","각질케어, 피지케어, 흡수력, 피부진정, 모공케어",,,,,
https://brand.naver.com/beautyofjoseon/products/10349295102,2025-04-14 12:45:27,beauty,[스테파니미초바PICK] 조선미녀 맑은쌀꿀채운마스크 150ml,10349295102,신상품,자체제작,조선미녀,국산(서울특별시 강남구),페이스용,모든피부용,,,촉촉함(수분공급),,,,18000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240423_214/1713839299254iU3yP_JPEG/41141983138700149_517465639.jpg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,,각질케어,,,,,
https://brand.naver.com/beautyofjoseon/products/10758859325,2025-04-14 12:45:39,beauty,조선미녀 맑은쌀선크림 아쿠아프레쉬 50ml SPF50+ PA++++,10758859325,신상품,자체제작,조선미녀,국산,페이스용,모든피부용,유기자차,SPF50+,"촉촉함(수분공급), 부드러운 발림, 백탁현상방지",,,,18000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20241118_154/1731891127386Wsp7U_JPEG/56232156184719013_1585357280.jpg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,,,,,,,
https://brand.naver.com/beautyofjoseon/products/10255153823,2025-04-14 12:45:51,beauty,조선미녀 꽃담필링젤 100ml,10255153823,신상품,자체제작,조선미녀,국산,페이스용,모든피부용,,,"각질케어, 저자극",,,,13000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240423_7/171383956972261WXJ_JPEG/41142253597085927_158984790.jpg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,,"피지케어, 블랙헤드케어, 화이트헤드케어, 트러블케어",,튜브형,,,
https://brand.naver.com/beautyofjoseon/products/10255268001,2025-04-14 12:46:03,beauty,조선미녀 산들녹차세럼 30ml,10255268001,신상품,자체제작,조선미녀,국산,페이스용,모든피부용,세럼,,"촉촉함(수분공급), 흡수력, 트러블케어",,,,17000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240425_232/1714043045308Xhs0A_JPEG/50318040281147616_1691595013.jpeg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,"낮, 밤",,,,,,
https://brand.naver.com/beautyofjoseon/products/10349358880,2025-04-14 12:46:16,beauty,조선미녀 맑은쌀채운토너 150ml,10349358880,신상품,자체제작,조선미녀,국산,페이스용,모든피부용,,,"촉촉함(수분공급), 트러블케어, 저자극",,,,18000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240425_5/1714043820911cLxgw_JPEG/62841354161951457_492052353.jpeg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,"낮, 밤","각질케어, 흡수력, 피부탄력, 모공케어, 피부결정돈",,,,,
https://brand.naver.com/beautyofjoseon/products/10255351386,2025-04-14 12:46:28,beauty,조선미녀 인삼스네일세럼 30ml,10255351386,신상품,자체제작,조선미녀,국산,페이스용,모든피부용,세럼,,"촉촉함(수분공급), 흡수력, 트러블케어",,,,17000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240425_232/1714043045308Xhs0A_JPEG/50318040281147616_1691595013.jpeg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,"낮, 밤",,,,,,
https://brand.naver.com/beautyofjoseon/products/10255338635,2025-04-14 12:46:40,beauty,조선미녀 인삼아이크림 30ml,10255338635,신상품,자체제작,조선미녀,국산(세종특별자치시),,모든피부용,,,"촉촉함(수분공급), 주름케어, 부드러운 발림",,,,17000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20241204_164/1733303645896zTU77_JPEG/61212230847756279_2037259693.jpg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,"밤, 낮","저자극, 피부탄력, 집중케어, 안티에이징, 브라이트닝",,튜브형,,,
https://brand.naver.com/beautyofjoseon/products/10255134250,2025-04-14 12:47:07,beauty,조선미녀 맑은쌀 약산성 클렌징바 100g,10255134250,신상품,자체제작,조선미녀,국산,,모든피부용,,,"저자극, 세정력, 촉촉함(수분공급)",,,,10000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240423_192/1713840455283XYKH8_JPEG/41143139160818650_2007034103.jpg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,,"약산성, 노폐물 제거, 모공케어, 각질케어, 피지케어",,,일반비누,,
https://brand.naver.com/beautyofjoseon/products/10255305986,2025-04-14 12:47:19,beauty,조선미녀 쌀겨수맑은세럼 30ml,10255305986,신상품,자체제작,조선미녀,국산,페이스용,모든피부용,세럼,,"촉촉함(수분공급), 트러블케어, 흡수력",,,,17000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240425_35/1714043666103OIdEQ_JPEG/66815637101713164_1677206710.jpeg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,"낮, 밤",,,,,,
https://brand.naver.com/beautyofjoseon/products/10255327174,2025-04-14 12:47:32,beauty,조선미녀 인삼 클렌징오일 210ml,10255327174,신상품,자체제작,조선미녀,국산(세종특별자치시),페이스용,모든피부용,,,"저자극, 세정력, 촉촉함(수분공급)",,,,20000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20240425_209/1714040457697Rwbsj_JPEG/735051549786580_768044075.jpeg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,,"트러블케어, 모공케어, 각질케어, 노폐물 제거, 약산성",,펌프형,,,
https://brand.naver.com/beautyofjoseon/products/11131526577,2025-04-14 12:47:43,beauty,[리미티드에디션] 조선미녀 글로우 키트 (광채세럼+선세럼),11131526577,신상품,코스맥스(주),조선미녀,국산,,모든피부용,,,"촉촉함(수분공급), 저자극",,,,38000,택배,대금 지급일로부터 3일 이내에 발송,편도 3000원 (최초 배송비 무료인 경우 6000원 부과),,"https://shop-phinf.pstatic.net/20241021_152/1729479590628cmVf2_JPEG/6459315753949280_1888259132.jpg?type=f80_80|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=|data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/x8AAwMCAO+ip1sAAAAASUVORK5CYII=",조선미녀 알림받기 동의 고객,500,"15,000원 이상 결제시 사용가능","｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우",사용할 때의 주의사항,,"흡수력, 피부탄력, 피부결정돈",,,,2종세트,무향
